input,labels
I thought she was not satisfied with my answer .,1
"I totally agree with this , especially as I am going to be a mother .",1
I drove my car as usual but suddenly the car in front of me swerved to avoid something on the road .,0
An operation takes about hours .,1
GOOD LUCK TO ME AND GOOD LUCK TO YOU .,0
"Actually , I do not know why .",1
How are you doing ?,1
And I am a member of this travel committee .,1
I just overslept and used my paid holiday .,1
What should I write tomorrow .,0
After housework and studying I baked some cookies and roasted some coffee beans .,1
"Today , at an English communication class , I was asked how to control my feelings .",1
"Also , we can recognize our progress status from graphs .",1
I know great things !,1
Ca not I say it in that way ?,1
I always try to thank you for everything .,1
"So she was always busy , really always .",1
My friends are musicians .,1
It was amazed and very shied ! ! ! ! ! ! ! !,0
All the episodes featuring famous is songs and a British band called The Feeling are offering its theme song .,0
"They are all excellent , with their own style .",1
a great number ,1
when our true winter weather seems to hit . ,1
What about Skype ?,1
Good morning to everybody . I wish a good day to all of you .,1
Better days await .,1
I m at university and it usually starts in October .,1
"Since they are stars who live from the general public s love , should they open up to fans about their basic life ?",1
"for any Japanese word that is not a noun , verb , or adjective , specifically for Japanese",0
Winter vocation is coming .,0
"I have a passion for baseball , so I want to go to Seattle in summer .",1
Response to friend is diary,1
"But , I think that it is not independent to complete .",1
I am Japanese school student .,0
"I am one of their fans , and their audience ' salesman ' are carried away by them ' buy it , buy it ' .",1
"In the whole campaign against the cold virus , I did not take any medicines .",1
"I envy him , ",1
I really enjoyed my time with them .,1
Is not it a little funny ?,1
Most Japanese people have two names Last name and First name .,0
What language do you speak ?,1
I had decided to live there without seeing it before I started to live there .,1
They were speaking Japanese really fluently .,1
You do not look well .,1
"do handicrafts , and play Lego .",1
"I really enjoy it , because all the consulting teachers are really great .",1
"Today , I went my teacher is room .",0
First Post,0
I am used to play guitar .,0
Some toys in the park which my back yard at a part of site of my house are clearancing by govermant since a three days ago .,0
How is your health ? ,1
Vietnam National Art Museum,0
"You can practise everywhere , ",0
I am interested in this name .,0
She wants to do things that are the same as boys .,1
 Study on the book and collect all knowledge in the book,0
This causes not only the supply shortage but also traffic hindrance .,0
"My mom does not allow me to have some oily food like fried chicken , pizza or hamburger which I , too , know is not good for my health .",1
I want to know whether he is famous in the USA or not .,1
Actually first we supposed to go drinking seven people but all of girls except me they forgot to bring thier passport so they could not go .,0
But Twilight is different .,1
"Recentyl my life is a little boring , but I set some goals to make it better .",0
 Cause,0
I can always drive her to anywhere she wants to go !,1
There are many vending machines in japan .,1
"But , I am better listen English than past .",0
"Yesterday , I had a chat with an experienced futures broker , he said it is may still be good to invest in Gold , but ca not expect a high benefit from it , he suggested me to invest in stock .",0
We can eat fresh fish and watch very beautiful view .,0
The hardest part of learning English for me is to write like a native speaker .,1
I tend to miss some sentences unaware .,1
Jun Why ?,0
Now the season of falling hair began for Pan .,1
The members of my group had not blame me a little but kept telling me it going to be fine and do not give up .,0
"And then , rabbit take a rest on the grass .",0
Gero is a popular and famous hot spring resort .,1
My brother suddenly called me today .,1
There are two reasons why it is difficult .,0
My goal,1
It is designed in image of the Japanese celadon .,0
I like Gin Buck .,1
Where are you ?,0
Beijing is situated in the area where sunny days are common so the application of photocatalystic materials to the buildings walls and glasses can save many lives .,0
little afraid .,1
I stood next to him without doing anything to make him notice that I wanted to buy it .,1
She already has a partner .,1
I like more that day than Saturday and Sunday .,0
"Though it was first time for them to make , they did very well .",0
"After that , his health was slightly better .",0
What are you feeling ? ,0
"Thanks , friends ! !",0
but I miss him every weekday .,0
"From THE MACHINE THAT CHANGED THE WORLD , LEAN THINKING to LEAN SOLUTIONS , they are the research achievements of the intensive study of the Toyota management model by American management scholars James P .",1
I am lowyer now !,0
My name is Takeshi .,1
dreaming of their success .,1
My name is chika .,0
There are a couple of positions that I am interested in .,1
"In Korea , we will have New Year is vacation since tomorrow .",0
"Today , I went to restaurant and I read a book for three hours .",0
Dear ,0
children is day,0
I found some broken desks and chairs in front of the auditorium .,0
Thank you for reading this .,0
Hello everybody,1
"If you have , follow me !",0
That shocked me .,1
"After moving in the house that I am living , It was for the first time .",0
"I have started studying Chinese a few days ago , so I will practise basic grammar first .",1
This place is a little bit far .,1
The current nursery lets children study as much as they can .,1
But he goes to drink at her restaurant .,1
I could not talk to people by myself .,1
"A good movie always gives people a happy time , does not it ?",1
I would like a room with an ocean view .,1
"What does it matter to use ' - ' , for example ' five - year - old ' ?",0
I did a christmas party with friends last night .,0
One question caught my interest .,1
The dieting exercise that takes meat around the waist has become popular .,1
 repeat,0
Currently I am learning english and spanish .,0
"We are a better country than one where a man in Indiana has to pack up the equipment that he is worked on for years and watch as it is shipped of to China , and then chokes up as he explains how he felt like a failure when he went home to tell his family the news .",0
A bowl of Udon was only en .,0
What do you need to take serenity ?,1
I walked around the park .,0
I took some pictures from bridge .,0
"To my surprise , all staffs were elderly people !",0
"So , today I felt flesh all things because it was an entirely new experience for me .",0
We like to see only positive pictures of our adventurous trip in our mind .,1
we are not that good as people said .,0
I twisted my right pinkie with a stamper picker right now .,0
I guess that I will be writing on this page often . If you can tell me in what I am wrong I will be happy and I will be able to correct my mistakes . !,1
They did not understand what is going on just like me .,0
"Good evening , everyone !",0
We had to prepare for moving more cheaper one .,0
The drive makes a loud noise from the fan and the drive itself .,1
"Unfortunately , he made me nervous because he spoke English .",1
Tonight we are going to watch the film at St Lukes .,0
"They have studied a new concept called , Gross National Happiness since the s .",1
 undertake,0
She listened to her father and kept playing tennis until she won today .,1
See you again !,1
My bicycle was broken this morning .,0
Do you have any idea how to improve my listening skills in English ?,1
I slept in till noon today .,0
The learning of Kanji or Chinese characters is considered to be one of the most challenging problems faced by the learners of Japanese as a second or foreign language .,1
I took part in the committee s meeting yesterday .,1
Kyoto is one of the most traditional cities in Japan .,1
Out of work again !,0
Because it is very hard when I ride a motorbike .,1
I get on a train to work in about minutes .,1
"Furthermore , do we have to rethink the concept of the field , as a well - bounded place in a globalized world ?",1
Most people ca not do the first things,1
So it was cancelled .,1
I do not know whether I will be able to speak Italian or not .,1
"For instance , in my case , though I am an IT engineer , I am keen to learn painting and I think I have some talents in arts .",0
"Since I do nt represent all native Japanese speakers and I am not an authority on Japanese usage , please bear in mind that this is just my opinion .",0
"I though , English friend who is learning chinese , please they tell me , I will until follow closely they chinese diary , hope they can help me modify my English diary .",0
Now I am at the library .,1
This book is about the incorporation of Buddhist principles into the business world to better lead and manage businesses .,1
It had some points to make us think deeply .,1
I played football today .,1
Do you like instant coffee ?,1
This is going to be a much easier transfer of nursery ,0
"So , he is just a boy ! ! !",1
One of my major turning points was that I started a career as a teacher .,0
I was back my home this morning .,0
"Thus , when children go to school and have a great diversity of teachers , they learn much more than their parents could probably give them .",0
"Unfortunately , because of strong wing , this tree was",0
I think writing is a very difficult skill .,1
grow big,1
" , in my office , after a whole day long work , i still have some document to write .",0
last weekend I had a friend in this site .,0
"after gathering , we went to the korean restaurant , karaoke and night bar where one of them works .",0
I visited someone is house with three acquaintances .,0
"Today , I tried to take a cold medicine and slept well to cure the cold .",1
"If you have seen this movie , I make sure you must do not forget some sentence that come form The Shawshank Redemption .",0
I wonder which city is the biggest city in the world .,1
B . if,1
"If they really like Japan , we do not care , but they hate Japan , actually .",1
"Actually , Japan does not have a national sport officially .",0
"Or something sweet , like a cake , especially on Sunday .",1
I love a city and I like a familiar city .,1
Wish them all the best .,1
The driver did not know the nearest route to the destination .,1
our sushi shop is near Sydney Opera House .,0
In China only the most uneducated eat turkeys .,0
"But , I am worrying about my work because I have never worked before .",1
Thank you .,0
Lang - no longer remembers me !,0
"as a language learner , i have been looking for a useful tool to learn languages for a long long time ! ! !",0
"The alarm did not quit immediately , so I stoped cooking and called concierge to know what happened .",0
I noticed I have seven entries left to write for th entry .,0
I have played times .,0
"In Japan , a big earthquake happened on March .",1
"If I need some help , please give me your help ",0
I want to go to eat again .,0
And also writing a diary itself lets me study English - ,1
There was nothing I can relate to .,0
It is my first note .,0
"I wish I could do something for you who are learning Chinese , too .",1
 - part - ,1
I am writing this blog in my school .,0
I want to learn techical english .,0
"Then , I brought out Tilex and sprayed it on the wall and wiped it off .",1
The mine map was developed by Tony Buzan and the way attracts many people such as business people and teachers .,0
"Thus , all of them are bound together by affection , and they find their friendship to be the cheriest relationship in the world .",1
 I have not seen you forever . said Richard .,0
"She is busy , but her students are not considerate of her .",1
Nice to meet you everyone .,1
"Nonetheless , the school teachers seem not to appreciate this .",1
We do not need to care whether a person is crazy or not .,1
My vocabulary is not good enough .,0
"I think that for the people who has the natural characters of daring and firm faith , even while being forced to do the things they do not like , they must leave themselves enough time and space to do the things they liked .",0
I worked in my workplace .,1
"The donation package was a lot of school satchels , which are required to have to enter elementary school .",0
"My school is a two year college , so I will transfer to another year university and I will take a class for two years .",1
I did it again !,1
I always wanted to buy it .,1
I was very happy .,0
I went to watch the firefly this stream yesterday .,0
And we will eat Genghis Khan at night .,0
We were classmates .,1
So I bought a G SDHC also .,0
We played a board game together .,0
"When I was in Australia , I met an Australian Japanese named Kenji .",0
I usually get up later in the weekend than the weekday .,0
I was picking up a lot of knowledge while others were doing something else .,0
Today is the first day I start using lang - .,0
I am a college student in Kyoto .,0
How about you ?,0
May it not occur the dangerous thing !,1
She could nt stop reading it in the middle .,1
"Good luck , every one !",0
"Hello , My name is Limjihye .",0
Bush Warbler,1
though I will not pay attention and act for marriage and am going to wait until the right time comes .,1
I believe all Japanese people ca nt live without it .,1
I stocked many cups of noodles in order to save money .,1
 ,1
Garden farming is fun,0
"But , I listen to English better than in the past .",1
"Even the video is hard to see and if you re just glancing at it , you might think it s just a picture .",1
"change my hairstyle , ",0
 ,1
"When I got up this morning , I felt my eyes pain .",1
I sometimes enjoy to visit Japanese castles .,0
I am in the middle of the story now but I feel tired already .,1
Gero is a popular and famous hot spring resort .,0
An interesting article about appetites,0
Bath in England,1
I was tired but chuffed himself .,1
They brought their culture and custom to Japan .,0
Please talk with me .,1
Today my friend visited me .,1
And some students captured this image with their cell phones and uploaded it to YouTube .,1
"Today I studied English which has been taken in ? an entrance exam at the university , which is one of the most advanced ones in Japan .",1
"For the next stage , we will see how LDR works as line sensor and colour sensor .",0
I hope that they will have wonderful experience in South Africa .,0
"Excuse me , is it fitting on men ?",1
 ,1
I would like to introduce myself briefly .,0
All of us are all happy !,1
"the author says in his book it is not because we are in a recession and ca not afford to buy them , but because even such high - priced products are made in a mass - production way and there are not any differences between other brands .",1
"Well , now I must go or I will be late for the concert .",0
The disadvantages are far greater than the advantages derived from this practice .,1
And then I was surprised again because it was so painfully hot .,1
The popular fruit contains a protein called tryptophan .,0
"I would like to travel to Europe , especially to Spain .",0
I have been doing it for year or more . How long will I do that ?,1
Phrasal verbs are a crucially important part of learning English .,1
" days later , I will complete my chemistry exam , so I can concentrate all my attention on my English exam .",1
And sometimes I change them to Amazon is tickets for me or coffee gift for my parents .,0
Hard Work,1
The student is such a fun figure .,0
I am looking forward to meeting with them .,0
" In the former game , my AC milan lost by a score of to .",0
Jack kept raise his hands and fainted .,0
"And then , she was obsessed with this playmat .",0
This morning my wife and I went to an elementary school my sons attend to watch exhibitions of works by students . I enjoyed it a lot !,1
He used to work in a sushi restaurant when he was a child .,1
Even though I am tired out now .,0
He taught me how to get thin .,0
"After running , I like to enjoy delicious food and beer !",1
"Due to the existing bus route , many students ca not the bus",0
"For typing instruction , it showed the positions of each finger .",1
"If it has two meanings , how do you recognize which he mentioned ?",1
My name is Daniel and I have been working for one year but I will resign by the end of this month and start the half - year gap .,1
This is a kind of dictionary .,1
the equinoctial week,0
"According to the tradition , people go to relatives ' houses as guests .",1
I love the weekend because I can enjoy with my family although this weekend I have to fix something in home .,0
The cleaner is designed to be a premium product .,1
But I want more private time to learn something that I think is really useful .,0
it is interesting .,0
It will take time to write each one .,1
or not .,1
Sleeping is very important for our health and productivity .,0
It was very fun !,0
i wish she and her baby could be health forever .,0
"But obviously , those taste totally different from the American burgers .",0
I will take picture .,0
I corrected some Japanese entries written by others for the first time .,1
We had a lot of drinks .,0
"I looked a firework , but It finished soon",0
"Firstly , I have the desktop computer .",0
"Here , you can check the image of Mt .",1
"Finally , we can meet today and spend happy time having a cup of coffee .",0
My result was for km and the order of snake eyes was th of .,1
I want to talk with foreign people .,0
"It furnished a sense of calm trust in Fate , a quiet submission to the inevitable , that stoic composure in sight of danger or calamity , that disdain of life and friendliness with death .",1
It is so cool that my foreign language diary can be corrected by the natives .,1
You are young and life is long and there is time to kill today .,1
B I will check it and email you later .,1
"overall , i am convinced that governments should invest in rural education increasingly high .",0
I hope they will perform better in the second half of the game .,0
"I had tried to get the ticket of that concert till then , it did not ended up to miss .",0
I am learning dancing for a sports festival,1
"But , me !",1
"Owing to the heaving rain that affected train station , I had to wait for one and half an hour to take my train .",0
You have to buy it on site .,0
I do not want to see Ads !,1
Please tell me !,1
I started to communicate with other students as soon as I saw them for the first time .,1
It puts it on my right leg ,0
"I will go there quite often , ",0
The first word is care .,1
"However , perhaps I can graduate from that because our entrance day was postponed by the big earthquake .",0
There are many farms here .,0
First Text ,1
"I went to school with a jacket I was going to wear in spring , being afraid that I would get cold .",1
"Once I see such a picture telling the power of nature , I kind of feel we human beings have to protect nature even though I do not say such stuff .",1
 - I like to study in the morning .,1
I wish I could eat that tomorrow ! ,1
ai not be not,0
Maybe I m getting old . ,1
They all live in the town .,1
Desiring to be entrusted with more responsibilities and always ready to stand up to any challenges .,0
It is funny comic .,0
"Which is more enjoyable , the answer depends on our respective characteristics and conditions .",1
I guess so .,0
I used to prefer hanging out with my friends to studying at home .,0
"The context has indicated the history , details and passing of Nursing Education .",1
"To sum up , as far as parents should limit the time their children spend on TV , they should also give their children a chance to limit the time themselves .",0
"On the other hand , I ve seen relatively young politicians make the most of media like TV or weblogs to speak out their frank opinions recently .",1
I am doing very well because I received a very nice message today .,1
"After carrying out a survey of European academics , invited to answer a questionnaire on attitudes towards English , Mollin discovered that they reject the idea of a Euro English , because they prefer to cling to the native speaker norms .",0
Weekend is coming .,1
"Because of this , it is been said that brightness and bright lights became the symbol of peace among ordinary Japanese people , and they became fond of bright rooms .",1
thanx for reading,1
But many Japanese people do not like the tax systems of these countries .,1
Let is try this game Please tell me your impressions !,0
We went to KangWonDo which is a famous Korean religion .,0
"weirdly , this story is highly admired by the untouchables .",0
"Watching the sea condition , they seemed to hesitate like us .",1
I wish I could sing all of their songs .,0
"Okay , I wo not discuss one of the worst and most serious accidents on this site .",1
"After class , I watched Lost on my computer and played computer games .",1
"From anywhere in the garden , as least one rock is hidden by other rocks .",0
I did it because I was on a trip in Italy and I fell in love with this country .,0
My computer broke three days ago so I did not keep a diary .,1
" But , it seemed too much and funny for him .",0
This is why to explain a subtle differences in nuance between a Japanese sentence and an English sentence is very hard .,0
"In other words , all you have to pay in the first place are deposit and rent .",1
How should I do ?,0
"As I yearned to read any Japanese text , I took advantage of the Internet .",1
"If there is something wrong in my English , please let me know .",1
"Today , I had a internal design review about the additions of the device that we are developing .",0
I had just finished some preparations for dinner when they came .,0
She always smile even after she is scolded .,0
It is the same what you do first thing .,0
I bought an expensive banana that I had nt eaten at a supermarket .,1
I took economics classes .,1
"You need to learn how the phrases , sentences and paragraphs are structured .",1
"Therefore , I would love to improve my hearing skill more and more .",0
"hey guys , i am japanese guy studying english speaking and listening .",0
"I went to a liquor shop to buy some liquor today , and when I paid the money a worker asked me Everything okay ? .",1
They are beefing up the numbers by making external USB - connected accelerometers available to people who do not have them built in to their computers - and installing those in schools as part of an educational program .,1
But those were too heavy for me .,0
That s why my English is broken ,0
Shapur told everything about what has happened to Shirin from A to Z .,0
"I already have one diary on LJ , but it is too serious I guess , so I have no choice apart from writing different crap nowhere but here .",1
I ca not think of other points .,1
who was there before were took me the train station ,0
Which phrase is more natural,0
"It s funny , sometimes they look for a crack for a program for hours , when it can be bought just for a few dollars !",1
"After my friend started dating the guy , their friendship was messed up .",1
Did the work get on ?,1
"Because of their kindness and patience , I got a lot , whether I succeeded or not .",1
Everything is OK !,1
Maybe that mean nothing for others but very important for me .,0
My university is kilometers from Fukushima no nuclear plant .,0
What a hypocritical society I live in .,1
Could you look it on YouTube ?,1
"For example , it leads the teacher to teach English sentences with Japanese as a reading lesson .",0
It is about two men who both have cancer .,1
I am not opposed to the fact that good and moderate - scale processes or policies are necessary for doing a safe and effective business .,1
Is it good to live in a modern city ?,1
"Although it rained , we still took a guiding trip in the garden .",0
"and sits and shines , and shines and sits , ",1
Factory Study Tour TWO,1
Still my task !,0
God bless you !,1
Thrilling football match,0
"Unlike invention of nuclear weapons , I believe that engineers invented nuclear power stations out of their devotion to mankind .",0
One should always concentrate and be careful .,1
This is my first experience to be like this .,0
and I stay on a very small island in Okinawa .,1
But in English we have to use articles for countable nouns .,1
It is more like what is the difference ? ,0
"I did Part - time job , and studied English .",0
"Mama makes a chara - ben for their little kids , expecting enjoy their lunch time and eat it up .",0
I opened an American account .,1
not too much but I ca not stand anywhere .,0
"It is a country before korea and impressive to me , ",0
How about keeping a short diary regularly ?,1
I especially use some of the Firefox addons ,0
I am currently studying about closing adjustment .,1
So I had to focuse on saving money for me .,0
"I had to face the fact that not only my punctuation and grammar are bad , my common - words dictionary also has some problems .",1
"Also during the test , I felt I lost this subject .",1
But would many people see my comment and correct that ?,0
I believe that you can make the path by changing as long as you have goals .,1
"So , I decided I was going to do it after I heard my beautician give advice to me .",1
Hyh guyz .,1
I saw outside and I felt strengeness .,0
It must ues to be do not ?,0
We will start up toward my dream .,0
 She said It is awesome !,1
Many people might think why they should learn Kanji which look like complicated shapes .,0
I cooked some Japanese food for my host mother because she cooks for me every day .,1
I felt like it had been not my voice .,0
My roommates and I long for the moment to surf the Net in our dorm .,0
"we can eat it with some vinegar , ",1
 Try hard and it is a discipline and of course no fun like way of study is not effective I think .,0
"When I save some money , the next thing is to spend it , and I do not have a chance to save .",1
Just a moment ago I read a lang - friend s journal .,0
It rained this weekend .,0
This does not happen to me only in English and mathematics .,1
I ca not do anything !,0
"In Taiwan folk custom , no matter incense , cigarettes , incense ash , each of them contains a grateful though , a hope , and protection of Gods for people , the deeper meaning is Chinese people have great respect for nature and gratefulness to our ancestors , If you are a flower grower in Taiwan , you want your harvest become plentiful , In the tradition , you must use incense to beg to the god , incense is the holy medium to express such sincere emotions for them .",0
"To sum up , by taking into account of the aforementioned reasons , which may sometimes intertwine an organic whole and thus become more persuasive than any single of them , we may safely arrive at the conclusion that the importance of location depends on the condition of different company .",0
My class was class for children who aged . ,0
News lepoter said Alomost the world people do not clean ears . ,0
the i will know when the the time is come,0
I found out that the door was safely locked .,1
Is it right ?,0
"In other words , sentences and words are expressed through the same rhythm .",1
Please correct an English composition . Help me !,1
"After two years , they will produce milk for us .",1
"But , in Japan , compared with other countries , this relationship has a tendency to be too strict , does not it ?",1
Question ,1
"OK , the mnemonics is COW woman LIKEs her child .",1
"Foreign foods are an average , How much foods price ?",0
My today is mistake,0
It succeeded .,1
I WANT TO COMMUNICATE WITH MEXICAN . ,0
I charrenged many interview in English .,0
I ' m going to write the sayings .,0
"Although history is the past , our attitude is very important as it will influence our posterity .",1
I ca not fear .,1
I could understand them over percent .,0
I do every time !,0
"I do not know why , but somehow I am always sleepy .",1
My friend is name is Akio Reichert .,0
I did not have my seat belt .,0
It is times ! !,0
 - The first is a preposterous news Two brothers had buried more billion won under a garlic patch .,0
My dream house .,1
I went to tennis lesson before .,0
"After then , I cooked a meal of Korean food .",0
Hello everyone .,1
I have watched TV about high - school volleyball .,1
"Also , his name is a Chinese name .",1
He would tell me .,1
He caught up with my news from mixi and took me to dinner to cheer me up .,1
I would like to have a world - wide business .,1
My friend let is do our best next year and behave better than this year .,1
"Today , I went to Kobe with my friends .",1
"Most of the time it seems that there are some kind of blackouts , hours in which I ca not point out what I was doing .",0
I make it a rule to read three kind of books in a day .,0
The growth of loquats in this year is faster than in an average year .,0
I can communicate with them I ca not speak English fluently though .,0
I can communicate with them . I ca not speak English fluently though .,1
Sometimes I use Logic ,0
"From Jun to June , I went to Macau .",0
defend the earth .,1
It was too late to catch up with her .,1
Some women was having a chat and laughing .,0
Do we need it ?,0
I am very happy because I finally found this site .,1
Several employees have several problems of her and her former workplace employees do nt like her .,0
It had taken almost years .,1
"Because the aftershock happened , ",1
"For dinner , we have rice , fish and eggplants .",0
Unfortunately it is so rare .,0
"Thanks for clockworkorange is response , I appreciate it .",0
Those toilets can check your health by checking your urine and recording your health .,1
I knew a great things !,0
"I thought the building collapsed in the earthquake , because I felt so swung then .",1
Do you know the car named RX - from MAZDA ?,0
I summer ,0
He died of chronic renal failure a few years ago .,1
"Secondly , relaxing is also important .",1
"During the trip , we drunk bottles of beer that were puit different from Chinese beer .",0
We are not unlike a particularly hardy crustacean .,0
Would you please stay this night here . .,0
"It comes to Sunday finally , the only free day for me to relax .",1
Then I heard a lot of noise from a helicopter .,1
According to the rumar his proper doctor told reporters that he is almost terminated and there might will be less weeks left in his life .,0
I just followed some people wihout knowing the case .,0
A pleasant event is full from now on .,1
I spent my days and nights reading books .,1
It is colorful and beautiful .,1
learn it .,0
Today was the day for the announcement of those who passed .,1
Help me . I ca nt sleep until I solve this problem .,1
"still , it is not compared unfavorably .",0
"When you compare the two pictures , you can recognize that the spire at the top of the tower was grown .",0
I should have loved her all the time like this continuously falling snow,1
"However , I am going to give you some directions to my flat from the college .",1
It consists of some mushroom called chasoo .,0
Finally we check all the answers together .,1
FULL HOUSE,0
She could nt stop reading it in the middle .,0
This time when everyone can relax and do something yourself .,0
This morning,1
Please teach me an efficient way to learn Chinese ! !,0
"I just laughed a lot , but it was not real pleasure .",0
It is different for me to retell you the plot of this book .,1
" In other words , do not be a royal customer .",1
Is your country a season of summer ?,1
"But if eating the two food at the same time , it",0
Advances in technology have made using the library more convenient .,1
"Finally , I could hit the ball well .",1
The prices of their stocks were rocketing higher .,1
"Today , it is another rainy Osaka .",0
"But , I was made to remember fundamental things by Professor Teach correct English .",1
What I do is not necessarily what others want . ,0
I feel I should do so .,1
It resembles the New Zealand .,0
Have a nice day !,0
"the Consul affairs office is at the end of the block , just past Spirit Clothing .",0
I did not write anything because I always because I have always forgotten my pin ,1
I will try harder studying Russian and English and practicing my band and my a cappella group !,1
Now I am starting Lang - !,1
"B Ok , goodbye .",0
"To sum it up , I would like to study applied statistics in America after my getting Ph .",0
I did not undersand what she meant by that phrase .,0
"Usually I boil them up with some salt and cut half , then ate by spoon .",0
There is no equivalent grammar in Japanese for present perfect so it sometimes confuses me .,1
And I have realized that I forgot to do a paper of experiments of university .,0
My friend said that I look fierce as I do not have eyebrows .,1
Others did not come to my class .,1
I am exhausted !,0
except Japanese historical drama .,1
A father who had been left was frightened . The next is my turn .,1
i do nt know then,0
"I think Shutter Island is much better than Alice , although they are difference type of movie .",0
"I hope that the government changes this annoying system and creates more convenient system , such as Internet - based system .",0
A different situation than mine but that is the same motivator to studying English for me .,1
We went to a hotel .,1
I am excited .,1
"Although we still have many big risks , I hope everything will get better .",1
So please let us know the details about the conference schedules .,1
So she gave up .,1
I upload supper daily on Twitpic .,1
"Hello , everybody .",0
I think English is so cool .,0
"The reason I like these phrases is that I feel they have something in common with Bobby McFerrin is song , Do not Worry Be Happy .",1
And it will be To kill two birds with one stone . maybe .,0
" I have read a lot of detective novels , but this is the first time I have read such an interesting novel .",1
I arrived there at around am and I was told to write as many as three pieces of medical questionnaire .,1
"I always go work by bicycle , ",0
This url below is about the article .,0
"In spite of all these things , I thought I had a great experience .",0
I thought I turned the temperature too high that I fell down while I was still in shower .,0
I went to an old friend is house with other friends yesterday .,0
It s a miracle ! ! !,0
It is quite a fun even but it requires lots of commitments from parents .,0
"Through all seasons , I enjoy doing Yoga and cooking .",1
I sometimes see a bicycle potentially for a dog or cat .,1
"The second part of this campaign will help promote the group s first English album , The Beginning , along with their upcoming U .",1
"I realized I can learn it slowly and calmly now , so I guess I should thank my good environment .",0
I wonder what it would be like to see a star up close .,1
She was smiling but reticent .,0
" a After months of steady increases , gasoline prices are finally falling all over the world during peace continues in the Middle East .",1
I played it when I was a junior high school student .,1
First Entry,1
Use specific reasons and examples to support your answer .,1
Zodiac scales .,0
"However work conditions are more important , because if it s not good , their motivations would down and their abilities would decline too .",0
"In short , we had a really good time .",1
Then We received the present from my parents .,0
Trip to Munich,0
"I have a big exam in one month , and I am getting more and more nervous .",1
Plz correct my letter .,1
My mother often picked me up out of it and took me to the bed until I was around seven years old .,1
We are at about C or F I am not good at the conversions u .,1
Grammar of English,0
"Daughter , laughter , and Terpsichore , ",1
"One team would be elected from each group , which would compete in the elimination games .",1
I could not make up my mind for a long time .,1
"I had to face the fact that not only my punctuation and grammar are bad , my common words dictionary also has some problems .",0
Their warm friendship would make us be moved .,0
I love dogs !,1
Could you please tell me what difference you find between without newspapers AND magazines and without newspapers OR magazines ?,0
"If you are interested in me in this clumsy sentence , I want to examine this problem and wish to know truth .",0
I just met Korean men .,1
I have a question,0
They consider their selves as Romeo and Juliet .,0
part time job,0
"But after a few days , we found out she never had a boyfriend .",0
It did not seem to be sorrow for its appearance cause we like it ! !,0
"It is take a center - exam of Japan , tomorrow .",0
"At that time , I could not bear to explain my mind .",1
"The other day , a TV commentator laughed at the US people is ignorance , who are unfamiliar with the difference between China and Japan .",1
"Her stupid and irresponsible parents did not know this fact at all , so they , especially her father always bullied her , in other word , her parents did not have an interest in Matilda .",0
She looks like my sister to me .,1
I used the whole of my body and a part of my brain which is not used usually .,1
Real business mail that I sent .,0
I am so excited !,0
"So eventually , when foreign customers visit my company , I am always invited to the meetings and have to be a translator .",1
I saw the idiom scrap down .,1
One of my major turning points was that I started a career as a teacher .,1
"But last week was the test week , so we did not do that .",0
And I will choose or .,0
I planned to do push - ups every day .,1
So I can only say sorry to then .,1
"Usually , there are four members , including me , in the club .",1
Now I am looking for a job in which I can be caught up as the athletes ! !,0
"In fact , it has hardly snowed untill today this year , although we have quite a little of snow around this time every year .",0
"When one friend told me her secret and said do not tell anyone , I felt honored to be the one who can share the burden , but at the same time a desire of expression was born .",0
It was very nice .,1
"Anyway , that is all for now .",0
My wife seems not to like it because I do not hear what she says when I concentrate on studying English .,1
"Like every couple , sometimes we fight .",1
I often see that she wears black color clothes .,0
"Thinking back now , I do not feel such a great one as when I played .",1
I have a part - time job at a fast food restaurant .,1
 - To be continued - ,1
" , i do nt know what is p .m .s .",0
It is kind of difficult to change our lifestyles .,0
is this sentence natural ?,0
I went shopping today .,1
This is the continued from the last one .,1
Subways in Tokyo is very very crawded in rash hours .,0
Maybe I will start to cry when I have the last lesson .,1
see you !,1
"Anyway , what I want to remind you here is that having a dream at all time is very important .",0
Now we give each other presents on the evening of th December .,1
They already play Christmas music .,1
Authentic love is full of vigor and life as if it were the drizzle of spring .,1
"There might be two categories in accounting , accounting for finance and accounting for management .",0
I need to study Japanese hard .,0
It is almost storm .,0
This is the night with good lights,1
Fight seen seemed to be based on the dog fight in the sky in WW .,0
"I realized I can learn it slowly and calmly now , so I guess I should thank my good environment .",1
Mother of my brother is wife became alone .,0
"Sometimes you have to wait a long time , but at other times if you have luck somebody picked you up immediately .",0
It is very interesting .,0
So I decided to start over the learning English again before I will lost all .,0
I once received the comment shown below .,1
Nice to meet you !,1
I will continue learning about education to be a teacher or stopped it .,0
But I do not know what kind of bird Woodstock is .,1
"This morning , I finally came back to school from Guangdong .",1
"Because the wet air lets a lot of snow fall in the neighboring prefecture of Niigata , it goes over the mountains between both prefectures , so it is very dry .",1
Vietnam National Art Museum,1
The professor said that organic matter is similar to that on earth recently .,1
Have a nice evening !,1
The scene was like a drawing in India ink .,1
" recession noun for economics , a period of economic contraction",1
I am so nervous .,1
Why does the US use the Fahrenheit while most countries use Celsius ?,0
I mean the movie was not for enjoying the story .,1
It is a test for people learning English as a second language .,1
"We can see that some people were survived , but almost every survivor was injured .",0
